sample_index,true_label,true_class,exit_after_layer1.0_pred_label,exit_after_layer1.0_pred_class,exit_after_layer1.0_correct,exit_after_layer1.0_confidence,exit_after_layer1.0_entropy,exit_after_layer2.0_pred_label,exit_after_layer2.0_pred_class,exit_after_layer2.0_correct,exit_after_layer2.0_confidence,exit_after_layer2.0_entropy,final_pred_label,final_pred_class,final_correct,final_confidence,final_entropy
1520,3,cat,3,cat,True,0.59975868,0.53859478,3,cat,True,0.76511335,0.39597678,3,cat,True,0.97337276,0.05554523
1521,1,automobile,1,automobile,True,0.83872360,0.27233136,1,automobile,True,0.90737808,0.17353342,1,automobile,True,0.99983513,0.00075128
1522,3,cat,8,ship,False,0.32305795,0.79978281,9,truck,False,0.24829976,0.77157110,3,cat,True,0.87354881,0.24549653
1523,4,deer,7,horse,False,0.38647413,0.63650835,6,frog,False,0.66368389,0.34866199,4,deer,True,0.99941909,0.00251504
1524,2,bird,2,bird,True,0.79359591,0.33030754,2,bird,True,0.99226391,0.02328101,2,bird,True,0.99995327,0.00024262
1525,8,ship,8,ship,True,0.75723702,0.28856206,8,ship,True,0.87637502,0.16987528,8,ship,True,0.96802676,0.07067487
1526,5,dog,4,deer,False,0.43195346,0.60544056,2,bird,False,0.68335050,0.45700943,5,dog,True,0.81084794,0.29504561
1527,7,horse,6,frog,False,0.38260844,0.64198571,2,bird,False,0.36946020,0.53067112,7,horse,True,0.98321599,0.03858471
1528,7,horse,7,horse,True,0.65154850,0.46596214,7,horse,True,0.93314940,0.12149718,7,horse,True,0.99989164,0.00051509
1529,6,frog,6,frog,True,0.97705144,0.05809816,6,frog,True,0.99795246,0.00677076,6,frog,True,0.99965417,0.00152393
1530,7,horse,4,deer,False,0.44721368,0.50444919,7,horse,True,0.48217750,0.56155866,7,horse,True,0.72359347,0.40403059
1531,5,dog,2,bird,False,0.80594987,0.30864504,5,dog,True,0.75717044,0.32410061,5,dog,True,0.99514562,0.01379609
1532,5,dog,9,truck,False,0.32866362,0.74575329,7,horse,False,0.20013204,0.86919159,0,airplane,False,0.73599291,0.36669353
1533,1,automobile,1,automobile,True,0.57179242,0.55487859,1,automobile,True,0.99211240,0.02124935,1,automobile,True,0.99987733,0.00054377
1534,0,airplane,0,airplane,True,0.86849964,0.23194486,0,airplane,True,0.99955052,0.00188367,0,airplane,True,0.99999869,0.00000943
1535,1,automobile,1,automobile,True,0.68236101,0.38309017,1,automobile,True,0.88669229,0.15511817,1,automobile,True,0.64976019,0.28253517
1536,1,automobile,1,automobile,True,0.73893690,0.30389738,1,automobile,True,0.99325389,0.01813666,1,automobile,True,0.99706465,0.00921714
1537,4,deer,7,horse,False,0.57374424,0.33680248,4,deer,True,0.45541403,0.45643249,4,deer,True,0.99739575,0.00830995
1538,4,deer,4,deer,True,0.39484021,0.67250884,4,deer,True,0.60361654,0.37223119,4,deer,True,0.99986541,0.00062529
1539,4,deer,4,deer,True,0.51640660,0.62951583,4,deer,True,0.99670547,0.01079350,4,deer,True,0.99998260,0.00009783
1540,5,dog,5,dog,True,0.36271250,0.61909419,5,dog,True,0.64771491,0.48666397,5,dog,True,0.98695058,0.03488387
1541,1,automobile,1,automobile,True,0.77068532,0.34080002,1,automobile,True,0.99838138,0.00579461,1,automobile,True,0.99995267,0.00023601
1542,3,cat,2,bird,False,0.27795926,0.77706248,5,dog,False,0.35306343,0.68740433,5,dog,False,0.35276613,0.65201759
1543,6,frog,4,deer,False,0.27032554,0.68036550,6,frog,True,0.52452809,0.52539259,6,frog,True,0.67106569,0.46971205
1544,3,cat,5,dog,False,0.38452619,0.61688679,3,cat,True,0.89324886,0.21800174,3,cat,True,0.91917306,0.13098824
1545,6,frog,6,frog,True,0.97447824,0.06328341,6,frog,True,0.99995911,0.00021221,6,frog,True,0.99999785,0.00001420
1546,2,bird,6,frog,False,0.37135023,0.61911070,2,bird,True,0.55257761,0.61371928,2,bird,True,0.62030536,0.57100666
1547,7,horse,5,dog,False,0.37193847,0.63540661,4,deer,False,0.57478034,0.40498298,7,horse,True,0.99966657,0.00141403
1548,1,automobile,1,automobile,True,0.93621486,0.12852788,1,automobile,True,0.99103642,0.02326663,1,automobile,True,0.99995410,0.00021934
1549,7,horse,5,dog,False,0.36820662,0.57133430,4,deer,False,0.43579993,0.47817400,7,horse,True,0.99955696,0.00187300
1550,2,bird,5,dog,False,0.71016222,0.33506969,3,cat,False,0.46159467,0.45291904,2,bird,True,0.61638701,0.37585393
1551,6,frog,6,frog,True,0.31032050,0.73220915,6,frog,True,0.83822089,0.30354637,6,frog,True,0.99899226,0.00404682
1552,1,automobile,0,airplane,False,0.33605352,0.72060484,0,airplane,False,0.81830317,0.32604289,0,airplane,False,0.32251552,0.73826253
1553,1,automobile,1,automobile,True,0.89146662,0.15711339,1,automobile,True,0.99969113,0.00122137,1,automobile,True,0.99995351,0.00022607
1554,1,automobile,1,automobile,True,0.57037586,0.30650169,9,truck,False,0.59246367,0.29411611,1,automobile,True,0.99975723,0.00098401
1555,3,cat,5,dog,False,0.70324832,0.29978055,5,dog,False,0.70997852,0.36225191,3,cat,True,0.78358293,0.23672207
1556,7,horse,7,horse,True,0.96724820,0.07748548,7,horse,True,0.99515545,0.01507669,7,horse,True,0.99994898,0.00024374
1557,5,dog,5,dog,True,0.65420431,0.38948953,5,dog,True,0.99208599,0.02061270,5,dog,True,0.99840027,0.00520061
1558,6,frog,3,cat,False,0.59869301,0.49022269,3,cat,False,0.74705333,0.41973609,3,cat,False,0.76589239,0.35488954
1559,8,ship,8,ship,True,0.97753900,0.05611974,8,ship,True,0.99800724,0.00640027,8,ship,True,0.99985409,0.00068633
1560,2,bird,2,bird,True,0.90970111,0.17892718,2,bird,True,0.99371970,0.01831101,2,bird,True,0.99966395,0.00140672
1561,0,airplane,2,bird,False,0.78886330,0.35915065,0,airplane,True,0.86923832,0.20677491,2,bird,False,0.89521807,0.18453346
1562,3,cat,6,frog,False,0.67617357,0.43026298,6,frog,False,0.62146574,0.37955889,3,cat,True,0.78220648,0.26959327
1563,4,deer,4,deer,True,0.48475164,0.67912322,4,deer,True,0.87891191,0.23953654,4,deer,True,0.96541357,0.08032709
1564,1,automobile,1,automobile,True,0.64508015,0.44748339,1,automobile,True,0.89180112,0.18407473,1,automobile,True,0.85637075,0.21118344
1565,4,deer,4,deer,True,0.48920983,0.59272337,4,deer,True,0.99148965,0.02530901,4,deer,True,0.99971002,0.00126415
1566,0,airplane,0,airplane,True,0.63843966,0.33800912,0,airplane,True,0.58367270,0.41826862,0,airplane,True,0.69522136,0.33448511
1567,9,truck,9,truck,True,0.73014879,0.33798447,9,truck,True,0.98974681,0.02979319,9,truck,True,0.99954152,0.00191710
1568,4,deer,4,deer,True,0.55070442,0.57038307,4,deer,True,0.96745348,0.07615060,4,deer,True,0.99997890,0.00011987
1569,7,horse,7,horse,True,0.78651941,0.31553161,7,horse,True,0.97402883,0.05729562,7,horse,True,0.96685833,0.06475053
1570,8,ship,8,ship,True,0.92643821,0.13756196,8,ship,True,0.97786361,0.04955772,8,ship,True,0.99824548,0.00654778
1571,7,horse,7,horse,True,0.76107556,0.26692826,7,horse,True,0.78436369,0.23295397,7,horse,True,0.99630678,0.01088915
1572,8,ship,8,ship,True,0.96258438,0.07948928,8,ship,True,0.99837202,0.00529331,8,ship,True,0.99986506,0.00060072
1573,3,cat,3,cat,True,0.48121774,0.60728425,3,cat,True,0.58097547,0.55090690,3,cat,True,0.96671081,0.06608634
1574,6,frog,6,frog,True,0.91197503,0.15919620,6,frog,True,0.99987209,0.00059383,6,frog,True,0.99995816,0.00021226
1575,8,ship,8,ship,True,0.88151085,0.21477783,8,ship,True,0.99737120,0.00881655,8,ship,True,0.99999642,0.00002248
1576,3,cat,5,dog,False,0.57266396,0.34786347,3,cat,True,0.90456730,0.18100670,3,cat,True,0.99827099,0.00593588
1577,6,frog,2,bird,False,0.77703214,0.35122424,0,airplane,False,0.96226138,0.09053490,0,airplane,False,0.87402731,0.17939340
1578,4,deer,2,bird,False,0.48836908,0.62867224,2,bird,False,0.80973721,0.31308895,4,deer,True,0.99535203,0.01431469
1579,8,ship,8,ship,True,0.90773100,0.16460052,8,ship,True,0.99248624,0.02279654,8,ship,True,0.99936813,0.00257945
1580,6,frog,6,frog,True,0.61385828,0.41230696,6,frog,True,0.98965693,0.03015141,6,frog,True,0.99999356,0.00003865
1581,6,frog,6,frog,True,0.86945206,0.23315497,6,frog,True,0.60331434,0.42073458,6,frog,True,0.97869325,0.05272999
1582,7,horse,7,horse,True,0.40671182,0.58745086,5,dog,False,0.45597130,0.61390191,5,dog,False,0.43628827,0.53550076
1583,7,horse,7,horse,True,0.48583230,0.46617213,7,horse,True,0.91341460,0.15945892,7,horse,True,0.99827266,0.00608376
1584,0,airplane,8,ship,False,0.60230923,0.34011337,0,airplane,True,0.93949229,0.10207363,0,airplane,True,0.97358704,0.05336996
1585,1,automobile,9,truck,False,0.68725240,0.47590521,9,truck,False,0.95429802,0.08856500,1,automobile,True,0.98426974,0.03590316
1586,9,truck,1,automobile,False,0.73018122,0.40173945,9,truck,True,0.99009597,0.02418703,9,truck,True,0.99993932,0.00028817
1587,0,airplane,0,airplane,True,0.70233971,0.30224982,0,airplane,True,0.91982490,0.13299154,0,airplane,True,0.96758068,0.06419997
1588,6,frog,6,frog,True,0.52099293,0.48264813,6,frog,True,0.98696715,0.03598254,6,frog,True,0.99998641,0.00008044
1589,2,bird,6,frog,False,0.77385312,0.39630827,6,frog,False,0.99736041,0.00978916,4,deer,False,0.37392700,0.55601609
1590,2,bird,4,deer,False,0.69235307,0.43487725,4,deer,False,0.73209792,0.32531807,4,deer,False,0.51751703,0.33379671
1591,9,truck,9,truck,True,0.40860733,0.54027909,9,truck,True,0.60390645,0.33499268,9,truck,True,0.93668342,0.10930257
1592,3,cat,3,cat,True,0.45736548,0.55709159,3,cat,True,0.94840604,0.10170168,3,cat,True,0.99907517,0.00366899
1593,4,deer,4,deer,True,0.83259577,0.29801008,4,deer,True,0.93229461,0.11863076,4,deer,True,0.99999321,0.00004182
1594,7,horse,0,airplane,False,0.44631204,0.67067814,0,airplane,False,0.92487508,0.15696162,7,horse,True,0.88556176,0.19800097
1595,1,automobile,1,automobile,True,0.38775548,0.61980599,1,automobile,True,0.86075419,0.20967461,8,ship,False,0.49787605,0.40110916
1596,8,ship,8,ship,True,0.98348951,0.04587503,8,ship,True,0.99943370,0.00226514,8,ship,True,0.99973053,0.00120912
1597,5,dog,6,frog,False,0.45223561,0.56379217,3,cat,False,0.75862914,0.31255165,3,cat,False,0.90342742,0.14750977
1598,6,frog,6,frog,True,0.88160712,0.21604902,6,frog,True,0.98870707,0.03050714,6,frog,True,0.99980277,0.00094356
1599,5,dog,3,cat,False,0.39974892,0.63965964,6,frog,False,0.49995184,0.53436518,3,cat,False,0.74469745,0.37439823
1600,9,truck,8,ship,False,0.39136684,0.58831227,9,truck,True,0.75758946,0.33259922,9,truck,True,0.80962557,0.26006669
1601,0,airplane,0,airplane,True,0.65150970,0.48303178,0,airplane,True,0.58266807,0.33204678,0,airplane,True,0.98759985,0.03009823
1602,7,horse,2,bird,False,0.45537719,0.71678483,2,bird,False,0.30215618,0.79221612,6,frog,False,0.22038844,0.79105359
1603,2,bird,0,airplane,False,0.76931328,0.24596229,2,bird,True,0.55828494,0.30462110,2,bird,True,0.99501628,0.01444608
1604,4,deer,4,deer,True,0.51079804,0.51668757,4,deer,True,0.93396819,0.13993648,4,deer,True,0.99983799,0.00080499
1605,6,frog,6,frog,True,0.35786784,0.62920290,6,frog,True,0.68893373,0.41438618,2,bird,False,0.61580437,0.32251030
1606,2,bird,4,deer,False,0.65066302,0.40084094,4,deer,False,0.54627079,0.45106435,4,deer,False,0.84328723,0.27967092
1607,3,cat,3,cat,True,0.30497533,0.79223043,6,frog,False,0.24248442,0.78689140,3,cat,True,0.71917164,0.36203054
1608,3,cat,7,horse,False,0.28069627,0.74201530,8,ship,False,0.26058316,0.81394124,3,cat,True,0.81043190,0.31985962
1609,9,truck,9,truck,True,0.95031971,0.10898645,9,truck,True,0.99594927,0.01302725,9,truck,True,0.99996066,0.00020624
1610,6,frog,6,frog,True,0.47614461,0.50370711,6,frog,True,0.97978336,0.05252056,6,frog,True,0.99999487,0.00003163
1611,6,frog,6,frog,True,0.86958581,0.22654119,6,frog,True,0.99201423,0.02281920,6,frog,True,0.99987984,0.00056774
1612,8,ship,8,ship,True,0.93925494,0.11924902,8,ship,True,0.99913102,0.00305351,8,ship,True,0.99999976,0.00000206
1613,1,automobile,0,airplane,False,0.64457577,0.38793978,1,automobile,True,0.98660266,0.03435514,1,automobile,True,0.99966347,0.00145200
1614,6,frog,2,bird,False,0.52947932,0.52758294,6,frog,True,0.99889022,0.00424860,6,frog,True,0.99906617,0.00373926
1615,4,deer,4,deer,True,0.85856593,0.25114769,4,deer,True,0.94533533,0.10443940,4,deer,True,0.99999595,0.00002507
1616,6,frog,6,frog,True,0.97857076,0.05173611,6,frog,True,0.99998760,0.00007131,6,frog,True,0.99999940,0.00000414
1617,8,ship,8,ship,True,0.57319599,0.49412259,8,ship,True,0.85428900,0.24875285,8,ship,True,0.99504602,0.01563958
1618,7,horse,7,horse,True,0.31606811,0.76048684,7,horse,True,0.68425447,0.49105218,7,horse,True,0.99844331,0.00577035
1619,2,bird,2,bird,True,0.66410303,0.50364476,2,bird,True,0.95920604,0.10342143,2,bird,True,0.98777384,0.03417558
1620,8,ship,0,airplane,False,0.66899616,0.51318365,0,airplane,False,0.99745959,0.00939232,0,airplane,False,0.84196925,0.26685855
1621,1,automobile,1,automobile,True,0.77978432,0.26301989,1,automobile,True,0.55274856,0.32259309,1,automobile,True,0.99992895,0.00034776
1622,5,dog,3,cat,False,0.62719786,0.44963747,3,cat,False,0.55924231,0.44770476,4,deer,False,0.60903364,0.42007941
1623,1,automobile,1,automobile,True,0.75889891,0.30947128,1,automobile,True,0.94257635,0.10652130,1,automobile,True,0.99998915,0.00005956
1624,8,ship,8,ship,True,0.79981434,0.24764922,8,ship,True,0.94468701,0.09992981,8,ship,True,0.97174251,0.06426365
1625,6,frog,2,bird,False,0.26500368,0.70213580,3,cat,False,0.54270303,0.53098369,6,frog,True,0.99162722,0.02319660
1626,7,horse,7,horse,True,0.42563841,0.63715845,7,horse,True,0.91964179,0.14713825,7,horse,True,0.98889190,0.03503107
1627,5,dog,5,dog,True,0.50486863,0.51746094,5,dog,True,0.55268401,0.41530263,5,dog,True,0.99478650,0.01468898
1628,5,dog,5,dog,True,0.38372022,0.59017628,5,dog,True,0.50895858,0.59540308,4,deer,False,0.96895927,0.07632378
1629,5,dog,5,dog,True,0.56639606,0.36451960,5,dog,True,0.97450250,0.05283437,5,dog,True,0.51316023,0.30118942
1630,8,ship,8,ship,True,0.89345318,0.17018896,8,ship,True,0.62151706,0.41042668,0,airplane,False,0.88838321,0.15927497
1631,5,dog,5,dog,True,0.50717193,0.46464217,5,dog,True,0.90028238,0.15385094,5,dog,True,0.99972266,0.00113052
1632,5,dog,5,dog,True,0.54314065,0.49272010,5,dog,True,0.32723808,0.63559842,5,dog,True,0.62251335,0.45910111
1633,3,cat,5,dog,False,0.51633137,0.39279717,3,cat,True,0.81097251,0.25070924,3,cat,True,0.73878288,0.29551879
1634,5,dog,3,cat,False,0.32479170,0.73440266,3,cat,False,0.64363003,0.45823711,3,cat,False,0.64911354,0.49239922
1635,9,truck,9,truck,True,0.60561079,0.44093615,9,truck,True,0.99393243,0.01895386,9,truck,True,0.99566597,0.01445537
1636,3,cat,7,horse,False,0.43317145,0.61573005,7,horse,False,0.34092465,0.61163789,5,dog,False,0.76999032,0.24762544
1637,6,frog,6,frog,True,0.86004949,0.24159157,6,frog,True,0.99629873,0.01138832,6,frog,True,0.99959630,0.00172184
1638,0,airplane,2,bird,False,0.69794929,0.48966199,0,airplane,True,0.95290160,0.09695680,0,airplane,True,0.99928015,0.00299267
1639,2,bird,2,bird,True,0.74035436,0.40753701,2,bird,True,0.98637938,0.03935151,2,bird,True,0.97361553,0.05720104
1640,4,deer,4,deer,True,0.35776502,0.69898868,4,deer,True,0.91108042,0.17443095,4,deer,True,0.99994540,0.00029567
1641,5,dog,3,cat,False,0.28154641,0.76568353,5,dog,True,0.53524506,0.52180904,5,dog,True,0.70901650,0.36605933
1642,2,bird,2,bird,True,0.62210095,0.48967287,2,bird,True,0.85061944,0.27024943,2,bird,True,0.98707646,0.03387218
1643,6,frog,6,frog,True,0.73181564,0.40701476,6,frog,True,0.99405682,0.01830388,6,frog,True,0.98101979,0.04993132
1644,2,bird,2,bird,True,0.42972076,0.73469865,2,bird,True,0.51455849,0.53151530,2,bird,True,0.98581636,0.04182675
1645,0,airplane,0,airplane,True,0.41315803,0.65734899,0,airplane,True,0.84953582,0.28413165,0,airplane,True,0.99959224,0.00182963
1646,1,automobile,1,automobile,True,0.96190864,0.07544968,1,automobile,True,0.99996436,0.00017911,1,automobile,True,0.99999988,0.00000086
1647,2,bird,2,bird,True,0.39708275,0.64630854,2,bird,True,0.67389983,0.44266891,2,bird,True,0.95350665,0.10245696
1648,0,airplane,0,airplane,True,0.90586394,0.19508947,0,airplane,True,0.99867696,0.00517647,0,airplane,True,0.99989963,0.00050774
1649,2,bird,2,bird,True,0.41822642,0.67096877,2,bird,True,0.83629864,0.26529878,2,bird,True,0.98414630,0.04315679
1650,2,bird,2,bird,True,0.86684448,0.25916654,2,bird,True,0.91487682,0.14352475,2,bird,True,0.99859101,0.00504671
1651,9,truck,8,ship,False,0.39218524,0.74768752,9,truck,True,0.95940715,0.07823018,9,truck,True,0.99922800,0.00287753
1652,3,cat,0,airplane,False,0.62774700,0.43697089,3,cat,True,0.86151421,0.26516271,3,cat,True,0.97224021,0.05988539
1653,7,horse,0,airplane,False,0.56604731,0.55873054,7,horse,True,0.64523661,0.43093085,7,horse,True,0.99654216,0.01262848
1654,2,bird,2,bird,True,0.62392896,0.56080252,2,bird,True,0.35162410,0.72359538,4,deer,False,0.91971534,0.16228290
1655,9,truck,9,truck,True,0.84118497,0.26018712,9,truck,True,0.99844080,0.00533974,9,truck,True,0.99995804,0.00020504
1656,2,bird,2,bird,True,0.45829707,0.65994436,2,bird,True,0.74732786,0.43615553,2,bird,True,0.99981552,0.00089546
1657,0,airplane,0,airplane,True,0.36817765,0.70255929,0,airplane,True,0.79717726,0.28597090,0,airplane,True,0.94217932,0.12137362
1658,1,automobile,9,truck,False,0.36352596,0.60769922,1,automobile,True,0.93003130,0.13410436,1,automobile,True,0.99859029,0.00484186
1659,8,ship,0,airplane,False,0.29584864,0.73973030,0,airplane,False,0.80881804,0.29949254,8,ship,True,0.99394459,0.01797793
1660,7,horse,7,horse,True,0.73667395,0.30513489,7,horse,True,0.92483032,0.12977499,7,horse,True,0.97885168,0.04627756
1661,9,truck,9,truck,True,0.69983435,0.38282666,9,truck,True,0.93436027,0.11096480,9,truck,True,0.99985218,0.00065687
1662,7,horse,7,horse,True,0.82980686,0.30464309,7,horse,True,0.96769887,0.06932942,7,horse,True,0.96235895,0.08407360
1663,7,horse,7,horse,True,0.79651684,0.29270810,7,horse,True,0.99332714,0.01952368,7,horse,True,0.99998081,0.00011027
1664,9,truck,9,truck,True,0.93552548,0.11282972,9,truck,True,0.99819714,0.00587309,9,truck,True,0.99999797,0.00001407
1665,2,bird,2,bird,True,0.80331141,0.34942523,2,bird,True,0.98705161,0.03563185,2,bird,True,0.99962938,0.00166335
1666,3,cat,6,frog,False,0.56846541,0.44230813,6,frog,False,0.83244830,0.26633236,6,frog,False,0.99983096,0.00076477
1667,5,dog,2,bird,False,0.40585300,0.66783243,3,cat,False,0.63774002,0.50217921,3,cat,False,0.98773789,0.03242223
1668,5,dog,5,dog,True,0.38960439,0.61635393,6,frog,False,0.41019666,0.69342649,5,dog,True,0.85486454,0.25553095
1669,4,deer,6,frog,False,0.66467941,0.47094271,6,frog,False,0.72508454,0.39919940,4,deer,True,0.84382766,0.23431009
1670,0,airplane,0,airplane,True,0.47619337,0.64840961,0,airplane,True,0.60491061,0.58264101,0,airplane,True,0.80204833,0.29609895
1671,9,truck,9,truck,True,0.76529604,0.26712373,9,truck,True,0.66944432,0.35177773,9,truck,True,0.99584144,0.01192610
1672,3,cat,3,cat,True,0.44247416,0.64499229,6,frog,False,0.73702455,0.39054948,3,cat,True,0.97222894,0.06760209
1673,7,horse,7,horse,True,0.94345546,0.11008824,7,horse,True,0.95070034,0.08796646,7,horse,True,0.99893194,0.00395920
1674,2,bird,2,bird,True,0.50369281,0.63847589,2,bird,True,0.74958915,0.41223451,2,bird,True,0.46426031,0.50126618
1675,8,ship,8,ship,True,0.92221713,0.14340146,8,ship,True,0.99781656,0.00694895,8,ship,True,0.99998605,0.00007829
1676,2,bird,4,deer,False,0.72161138,0.33251399,4,deer,False,0.87838632,0.19259235,4,deer,False,0.92378348,0.14292404
1677,9,truck,1,automobile,False,0.50316888,0.32707027,9,truck,True,0.90298104,0.14087938,9,truck,True,0.99825674,0.00563434
1678,8,ship,8,ship,True,0.86520195,0.21362652,8,ship,True,0.84689265,0.19542022,8,ship,True,0.99942303,0.00242345
1679,1,automobile,1,automobile,True,0.92409438,0.13762073,1,automobile,True,0.94846570,0.08851440,1,automobile,True,0.99721354,0.00833905
1680,2,bird,3,cat,False,0.61258078,0.48734924,2,bird,True,0.56700051,0.47523305,2,bird,True,0.80970299,0.28933048
1681,7,horse,7,horse,True,0.90534109,0.15498090,7,horse,True,0.86258936,0.18755545,7,horse,True,0.99977654,0.00099187
1682,8,ship,0,airplane,False,0.49824941,0.55021715,8,ship,True,0.62501550,0.32923284,8,ship,True,0.99629456,0.01218005
1683,6,frog,3,cat,False,0.29644614,0.84206104,1,automobile,False,0.81801474,0.27543157,6,frog,True,0.98375112,0.04099235
1684,6,frog,2,bird,False,0.27531040,0.81192058,6,frog,True,0.39588398,0.61658800,6,frog,True,0.98566562,0.03644050
1685,9,truck,9,truck,True,0.46100056,0.49006307,9,truck,True,0.94858980,0.09098616,9,truck,True,0.99999392,0.00003739
1686,5,dog,5,dog,True,0.49648115,0.51222885,3,cat,False,0.43377823,0.54650074,5,dog,True,0.54979503,0.32530335
1687,4,deer,4,deer,True,0.68175066,0.43001053,4,deer,True,0.85214704,0.19951370,4,deer,True,0.99939048,0.00230918
1688,2,bird,7,horse,False,0.28548613,0.76458508,7,horse,False,0.55796421,0.55716360,2,bird,True,0.99727470,0.01019342
1689,3,cat,3,cat,True,0.53420919,0.53205013,3,cat,True,0.89494246,0.19021659,3,cat,True,0.91752630,0.13629554
1690,1,automobile,1,automobile,True,0.68097776,0.47021666,1,automobile,True,0.96374071,0.07598300,1,automobile,True,0.99999022,0.00005721
1691,0,airplane,0,airplane,True,0.80126917,0.35355327,0,airplane,True,0.99134594,0.02495375,0,airplane,True,0.99331963,0.02047567
1692,4,deer,4,deer,True,0.52503616,0.54931384,4,deer,True,0.93647313,0.11073521,4,deer,True,0.94332498,0.11378577
1693,0,airplane,3,cat,False,0.26191929,0.70638961,0,airplane,True,0.82726878,0.25076783,0,airplane,True,0.99919325,0.00337889
1694,0,airplane,0,airplane,True,0.77959961,0.30908811,0,airplane,True,0.99248803,0.02416463,0,airplane,True,0.99960405,0.00162029
1695,9,truck,9,truck,True,0.58537984,0.42221424,9,truck,True,0.99412668,0.01687051,9,truck,True,0.99995482,0.00023478
1696,8,ship,8,ship,True,0.53174746,0.65874290,8,ship,True,0.98706299,0.03336734,8,ship,True,0.99988151,0.00055247
1697,0,airplane,0,airplane,True,0.93549436,0.13910696,0,airplane,True,0.90605855,0.17200071,0,airplane,True,0.99938357,0.00259852
1698,1,automobile,0,airplane,False,0.42577028,0.67774969,1,automobile,True,0.50058293,0.45656294,1,automobile,True,0.83879125,0.27136487
1699,1,automobile,1,automobile,True,0.67409909,0.33052132,1,automobile,True,0.99998772,0.00006973,1,automobile,True,0.99999964,0.00000256
1700,3,cat,7,horse,False,0.36770448,0.59425050,3,cat,True,0.84111786,0.25324810,3,cat,True,0.99714273,0.00872580
1701,2,bird,2,bird,True,0.90119511,0.19686791,2,bird,True,0.90442991,0.14855660,2,bird,True,0.99997473,0.00014424
1702,1,automobile,3,cat,False,0.36524373,0.76973712,1,automobile,True,0.98200434,0.04666981,1,automobile,True,0.99968648,0.00132774
1703,2,bird,2,bird,True,0.33384183,0.67469323,4,deer,False,0.53049463,0.40618342,2,bird,True,0.85059673,0.18546663
1704,5,dog,3,cat,False,0.48278534,0.51690257,4,deer,False,0.42363593,0.65149891,3,cat,False,0.65535086,0.39783213
1705,3,cat,3,cat,True,0.42704487,0.53747487,3,cat,True,0.55116832,0.44089547,3,cat,True,0.95590603,0.07983264
1706,9,truck,9,truck,True,0.91584009,0.12655440,9,truck,True,0.99994731,0.00026952,9,truck,True,0.99978560,0.00094036
1707,1,automobile,1,automobile,True,0.76586533,0.33641332,1,automobile,True,0.97060096,0.06836714,1,automobile,True,0.99851054,0.00549078
1708,4,deer,4,deer,True,0.82892638,0.25019696,4,deer,True,0.96690792,0.08011959,4,deer,True,0.99988890,0.00053395
1709,4,deer,4,deer,True,0.44277275,0.62560034,4,deer,True,0.85412383,0.26053202,4,deer,True,0.99999416,0.00003606
1710,7,horse,4,deer,False,0.39542270,0.57432818,4,deer,False,0.45409197,0.49779832,7,horse,True,0.98002541,0.05165469
1711,6,frog,6,frog,True,0.90150416,0.17455491,6,frog,True,0.98118776,0.04868284,6,frog,True,0.99964190,0.00156013
1712,9,truck,9,truck,True,0.92331147,0.12716596,9,truck,True,0.99951243,0.00183147,9,truck,True,0.99993634,0.00029665
1713,7,horse,7,horse,True,0.72081363,0.30684268,7,horse,True,0.95604879,0.09142625,7,horse,True,0.99978739,0.00097608
1714,4,deer,6,frog,False,0.71622509,0.39850253,6,frog,False,0.65687305,0.37460122,4,deer,True,0.99999726,0.00001778
1715,2,bird,2,bird,True,0.52665585,0.64414757,2,bird,True,0.94189614,0.13740650,2,bird,True,0.98832071,0.03091706
1716,1,automobile,1,automobile,True,0.87407911,0.21557368,1,automobile,True,0.99953544,0.00178075,1,automobile,True,0.99999881,0.00000715
1717,8,ship,8,ship,True,0.86867064,0.23801062,8,ship,True,0.99915707,0.00327234,8,ship,True,0.99999964,0.00000263
1718,4,deer,4,deer,True,0.44580826,0.66863883,7,horse,False,0.47329411,0.47484642,4,deer,True,0.97414601,0.07035438
1719,8,ship,9,truck,False,0.27258912,0.82405174,1,automobile,False,0.63554430,0.46125886,8,ship,True,0.43593022,0.61728412
1720,3,cat,3,cat,True,0.56068391,0.44125420,3,cat,True,0.64908707,0.42502245,3,cat,True,0.98382509,0.04141564
1721,0,airplane,2,bird,False,0.48649132,0.49832788,0,airplane,True,0.94857174,0.11692807,0,airplane,True,0.99860460,0.00490619
1722,1,automobile,1,automobile,True,0.94396782,0.12098562,1,automobile,True,0.99992275,0.00038284,1,automobile,True,0.99995732,0.00021000
1723,8,ship,8,ship,True,0.77371186,0.34609908,8,ship,True,0.97487438,0.06000786,8,ship,True,0.99927527,0.00273387
1724,3,cat,3,cat,True,0.34993446,0.72396898,3,cat,True,0.19928542,0.90766436,3,cat,True,0.99504185,0.01628559
1725,8,ship,8,ship,True,0.91702801,0.15266316,8,ship,True,0.99280351,0.02017374,8,ship,True,0.99994230,0.00029186
1726,2,bird,4,deer,False,0.35822043,0.81292492,4,deer,False,0.49153545,0.64657968,4,deer,False,0.82166767,0.27784723
1727,5,dog,3,cat,False,0.45601299,0.47816095,5,dog,True,0.66479075,0.34022745,5,dog,True,0.59229565,0.38047162
1728,3,cat,3,cat,True,0.62157619,0.48688835,3,cat,True,0.96969217,0.07414888,3,cat,True,0.99759895,0.00741835
